,ID,gain_target,gain_real,pin_real,pout_real,pout_target,ase_real,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8,freq_9,freq_10,freq_11,freq_12,freq_13,freq_14,freq_15,freq_16,freq_17,freq_18,freq_19,freq_20,gain_profile_1,gain_profile_2,gain_profile_3,gain_profile_4,gain_profile_5,gain_profile_6,gain_profile_7,gain_profile_8,gain_profile_9,gain_profile_10,gain_profile_11,gain_profile_12,gain_profile_13,gain_profile_14,gain_profile_15,gain_profile_16,gain_profile_17,gain_profile_18,gain_profile_19,gain_profile_20,ase_profile1,ase_profile2,ase_profile3,ase_profile4,ase_profile5,ase_profile6,ase_profile7,ase_profile8,ase_profile9,ase_profile10,ase_profile11,ase_profile12,ase_profile13,ase_profile14,ase_profile15,ase_profile16,ase_profile17,ase_profile18,ase_profile19,ase_profile20,gain_ripple_1,gain_ripple_2,gain_ripple_3,gain_ripple_4,gain_ripple_5,gain_ripple_6,gain_ripple_7,gain_ripple_8,gain_ripple_9,gain_ripple_10,gain_ripple_11,gain_ripple_12,gain_ripple_13,gain_ripple_14,gain_ripple_15,gain_ripple_16,gain_ripple_17,gain_ripple_18,gain_ripple_19,gain_ripple_20,ase_ripple1,ase_ripple2,ase_ripple3,ase_ripple4,ase_ripple5,ase_ripple6,ase_ripple7,ase_ripple8,ase_ripple9,ase_ripple10,ase_ripple11,ase_ripple12,ase_ripple13,ase_ripple14,ase_ripple15,ase_ripple16,ase_ripple17,ase_ripple18,ase_ripple19,ase_ripple20,gain_pred
0,41,8,8.030000000000001,0.2,8.23,8.2,-38.61833768709661,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,8.069633743260685,8.119633743260684,8.129633743260683,8.119633743260684,8.159633743260686,8.199633743260685,8.189633743260684,8.179633743260686,8.119633743260684,8.019633743260686,7.959633743260682,7.999633743260684,8.119633743260684,8.239633743260685,8.269633743260684,8.159633743260684,7.909633743260686,7.599633743260682,7.439633743260686,7.439633743260684,-38.34211762398472,-38.54211762398472,-38.66711762398471,-38.712117623984724,-38.76711762398473,-38.75211762398472,-38.69211762398473,-38.67211762398472,-38.65211762398472,-38.62211762398472,-38.62211762398472,-38.632117623984726,-38.63211762398474,-38.61211762398473,-38.55211762398473,-38.44211762398473,-38.40211762398472,-38.472117623984715,-38.68211762398472,-38.93711762398473,0.039633743260683474,0.08963374326068241,0.0996337432606822,0.08963374326068241,0.1296337432606851,0.16963374326068426,0.1596337432606827,0.14963374326068468,0.08963374326068241,-0.01036625673931546,-0.07036625673931951,-0.03036625673931681,0.08963374326068241,0.2096337432606834,0.23963374326068276,0.12963374326068333,-0.12036625673931489,-0.43036625673931894,-0.5903662567393155,-0.5903662567393173,0.27622006311189296,0.07622006311189011,-0.048779936888095676,-0.09377993688811159,-0.1487799368881184,-0.13377993688810363,-0.07377993688811557,-0.05377993688810534,-0.03377993688810932,-0.003779936888108182,-0.003779936888108182,-0.013779936888113298,-0.013779936888127509,0.006220063111882723,0.066220063111885,0.17622006311188443,0.21622006311189068,0.1462200631118975,-0.06377993688811046,-0.3187799368881201,8.0
0,42,10,10.010000000000002,0.2,10.21,10.2,-40.094724961350636,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,10.02369934588358,10.083699345883579,10.093699345883579,10.103699345883578,10.133699345883581,10.18369934588358,10.173699345883579,10.153699345883581,10.093699345883579,9.99369934588358,9.933699345883579,9.97369934588358,10.103699345883578,10.22369934588358,10.253699345883579,10.143699345883581,9.903699345883581,9.583699345883579,9.44369934588358,9.44369934588358,-39.77711762398472,-39.95711762398473,-40.06711762398473,-40.12211762398472,-40.16211762398473,-40.16711762398474,-40.10711762398472,-40.092117623984734,-40.087117623984724,-40.072117623984724,-40.09211762398472,-40.102117623984725,-40.117117623984726,-40.11211762398473,-40.07711762398472,-39.987117623984744,-39.977117623984725,-40.05211762398473,-40.29711762398472,-40.51211762398472,0.013699345883578573,0.0736993458835773,0.08369934588357708,0.09369934588357687,0.12369934588357978,0.17369934588357872,0.16369934588357715,0.14369934588357935,0.08369934588357708,-0.016300654116420787,-0.07630065411642306,-0.03630065411642214,0.09369934588357687,0.21369934588357786,0.24369934588357722,0.13369934588357957,-0.10630065411642065,-0.4263006541164227,-0.5663006541164215,-0.5663006541164215,0.3176073373659136,0.1376073373659068,0.02760733736590737,-0.02739266263408524,-0.0673926626340915,-0.07239266263410116,-0.012392662634084672,0.002607337365901685,0.007607337365911349,0.022607337365911917,0.002607337365915896,-0.00739266263408922,-0.02239266263408979,-0.017392662634094336,0.017607337365916464,0.10760733736589145,0.11760733736591078,0.04260733736590794,-0.2023926626340824,-0.4173926626340858,10.0
0,43,12,12.010000000000002,0.2,12.21,12.2,-41.28937123402973,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,12.00482692402937,12.064826924029369,12.074826924029367,12.084826924029368,12.124826924029371,12.17482692402937,12.164826924029368,12.14482692402937,12.094826924029368,12.00482692402937,11.934826924029368,11.974826924029369,12.104826924029368,12.224826924029369,12.254826924029368,12.16482692402937,11.91482692402937,11.604826924029368,11.46482692402937,11.474826924029369,-40.96711762398472,-41.117117623984726,-41.19211762398473,-41.23211762398472,-41.28211762398473,-41.29211762398472,-41.23711762398473,-41.23711762398473,-41.257117623984726,-41.26211762398472,-41.28711762398473,-41.30211762398473,-41.31211762398472,-41.322117623984724,-41.29711762398473,-41.25211762398473,-41.26211762398471,-41.37211762398472,-41.59211762398472,-41.76711762398473,-0.005173075970631658,0.05482692402936706,0.06482692402936507,0.07482692402936664,0.11482692402936934,0.16482692402936827,0.1548269240293667,0.1348269240293689,0.08482692402936642,-0.005173075970631658,-0.07517307597063372,-0.035173075970632794,0.09482692402936621,0.2148269240293672,0.24482692402936657,0.15482692402936848,-0.09517307597063152,-0.4051730759706338,-0.5451730759706308,-0.5351730759706328,0.32225361004500996,0.17225361004500428,0.09725361004500144,0.057253610045009395,0.007253610044998027,-0.0027463899549928783,0.05225361004499973,0.05225361004499973,0.03225361004500371,0.02725361004500826,0.0022536100450025742,-0.012746389954997994,-0.0227463899549889,-0.032746389954994015,-0.007746389955002542,0.037253610044999164,0.02725361004502247,-0.08274638995499117,-0.30274638995499004,-0.4777463899550014,12.0
0,44,14,14.0,0.2,14.2,14.2,-42.16825888437714,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,13.975333805767997,14.035333805767996,14.055333805767994,14.055333805767996,14.095333805767996,14.155333805767999,14.155333805767995,14.125333805767998,14.085333805767995,13.985333805767997,13.925333805767995,13.965333805767996,14.095333805767996,14.215333805767997,14.255333805767997,14.155333805767997,13.925333805767998,13.615333805767996,13.485333805767997,13.505333805767997,-41.87711762398473,-41.98711762398473,-42.04711762398472,-42.05711762398472,-42.09711762398473,-42.117117623984726,-42.07711762398472,-42.07711762398472,-42.112117623984716,-42.117117623984726,-42.16711762398471,-42.18211762398474,-42.18711762398473,-42.20211762398472,-42.212117623984724,-42.16711762398472,-42.21711762398472,-42.322117623984724,-42.53711762398471,-42.67211762398473,-0.02466619423200278,0.03533380576799594,0.05533380576799374,0.055333805767995514,0.09533380576799644,0.1553338057679987,0.15533380576799516,0.12533380576799757,0.08533380576799487,-0.014666194232002994,-0.07466619423200527,-0.034666194232004344,0.09533380576799644,0.21533380576799743,0.2553338057679966,0.15533380576799694,-0.07466619423200171,-0.384666194232004,-0.514666194232003,-0.4946661942320034,0.29114126039240773,0.1811412603924083,0.12114126039242024,0.11114126039241512,0.07114126039240887,0.051141260392412846,0.0911412603924191,0.0911412603924191,0.05614126039242251,0.051141260392412846,0.0011412603924298992,-0.013858739607599091,-0.018858739607594543,-0.0338587396075809,-0.04385873960758602,0.0011412603924156883,-0.04885873960758147,-0.15385873960758545,-0.36885873960757465,-0.503858739607594,14.0
0,45,16,16.0,0.2,16.2,16.2,-42.783245854656315,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,15.948826350591393,16.00882635059139,16.02882635059139,16.038826350591393,16.088826350591393,16.138826350591394,16.148826350591392,16.138826350591394,16.07882635059139,15.988826350591392,15.92882635059139,15.96882635059139,16.09882635059139,16.218826350591392,16.25882635059139,16.16882635059139,15.938826350591393,15.63882635059139,15.508826350591391,15.538826350591393,-42.52211762398473,-42.602117623984725,-42.632117623984726,-42.64211762398473,-42.68211762398472,-42.68711762398473,-42.65711762398472,-42.68211762398474,-42.717117623984734,-42.72211762398473,-42.78211762398472,-42.79711762398472,-42.79711762398473,-42.81211762398472,-42.837117623984724,-42.81211762398472,-42.86711762398471,-43.007117623984726,-43.19211762398473,-43.29211762398472,-0.05117364940860725,0.008826350591391474,0.028826350591391048,0.03882635059139261,0.08882635059139332,0.13882635059139403,0.14882635059139204,0.13882635059139403,0.07882635059139176,-0.0111736494086081,-0.07117364940861037,-0.03117364940860945,0.09882635059139133,0.21882635059139233,0.2588263505913915,0.16882635059139162,-0.061173649408607034,-0.3611736494086095,-0.4911736494086085,-0.4611736494086074,0.26112823067158786,0.18112823067158956,0.15112823067158843,0.1411282306715833,0.10112823067159127,0.0961282306715816,0.12612823067159695,0.10112823067157706,0.06612823067158047,0.061128230671585015,0.0011282306715969526,-0.013871769328403616,-0.013871769328417827,-0.028871769328404184,-0.05387176932840987,-0.028871769328404184,-0.0838717693283968,-0.22387176932841157,-0.40887176932841385,-0.5088717693284082,16.0
0,46,18,18.0,0.2,18.2,18.2,-43.17113665071494,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,17.927522731100183,17.98752273110018,18.00752273110018,18.00752273110018,18.067522731100183,18.127522731100182,18.13752273110018,18.127522731100182,18.07752273110018,17.98752273110018,17.92752273110018,17.967522731100182,18.09752273110018,18.217522731100182,18.26752273110018,18.177522731100183,17.967522731100182,17.667522731100178,17.54752273110018,17.59752273110018,-42.95211762398472,-43.01211762398472,-43.02211762398473,-43.00211762398473,-43.05711762398472,-43.06211762398472,-43.02211762398473,-43.05211762398473,-43.092117623984734,-43.10711762398472,-43.16711762398472,-43.17711762398473,-43.17211762398472,-43.19211762398473,-43.23211762398472,-43.217117623984734,-43.28211762398473,-43.41211762398471,-43.59211762398472,-43.67711762398473,-0.0724772688998172,-0.012477268899818483,0.00752273110018109,0.00752273110018109,0.06752273110018336,0.12752273110018209,0.1375227311001801,0.12752273110018209,0.07752273110018137,-0.012477268899818483,-0.07247726889982076,-0.03247726889981806,0.09752273110018095,0.21752273110018194,0.2675227311001791,0.1775227311001828,-0.03247726889981806,-0.3324772688998223,-0.45247726889981976,-0.40247726889981905,0.21901902673022278,0.1590190267302205,0.1490190267302154,0.1690190267302114,0.1140190267302188,0.10901902673022335,0.1490190267302154,0.11901902673021425,0.079019026730208,0.06401902673022164,0.004019026730219366,-0.00598097326978575,-0.0009809732697760865,-0.02098097326978632,-0.06098097326977836,-0.045980973269792,-0.11098097326978973,-0.24098097326977097,-0.4209809732697778,-0.5059809732697857,18.0
0,47,20,20.0,0.2,20.2,20.2,-43.39313669889343,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,19.856725353834833,19.92672535383483,19.956725353834827,19.96672535383483,20.02672535383483,20.09672535383483,20.10672535383483,20.11672535383483,20.076725353834828,19.98672535383483,19.936725353834827,19.97672535383483,20.10672535383483,20.22672535383483,20.28672535383483,20.20672535383483,19.996725353834833,19.72672535383483,19.62672535383483,19.69672535383483,-43.18711762398473,-43.23711762398473,-43.24711762398472,-43.227117623984725,-43.26711762398473,-43.27211762398473,-43.227117623984725,-43.27211762398471,-43.31711762398473,-43.32711762398473,-43.39711762398473,-43.40711762398473,-43.39211762398473,-43.40211762398472,-43.457117623984715,-43.447117623984724,-43.51211762398472,-43.64211762398472,-43.822117623984724,-43.882117623984726,-0.1432746461651675,-0.07327464616517076,-0.04327464616517318,-0.03327464616517162,0.026725353834830656,0.09672535383483094,0.10672535383482895,0.11672535383483051,0.07672535383482781,-0.013274646165168491,-0.06327464616517275,-0.023274646165170054,0.10672535383482895,0.22672535383482995,0.28672535383482867,0.20672535383483037,-0.003274646165166928,-0.27327464616517005,-0.3732746461651715,-0.3032746461651712,0.20601907490869564,0.15601907490869849,0.14601907490870758,0.1660190749087036,0.12601907490869735,0.1210190749087019,0.1660190749087036,0.1210190749087161,0.07601907490870019,0.06601907490869507,-0.003980925091298104,-0.01398092509130322,0.0010190749086973483,-0.008980925091293557,-0.06398092509128617,-0.05398092509129526,-0.11898092509129299,-0.24898092509128844,-0.42898092509129526,-0.48898092509129754,20.0
0,48,22,22.0,0.2,22.2,22.2,-43.51287211571238,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,21.768233209227947,21.838233209227944,21.878233209227943,21.888233209227945,21.95823320922795,22.038233209227947,22.068233209227948,22.088233209227948,22.048233209227945,21.98823320922795,21.928233209227944,21.988233209227946,22.118233209227945,22.258233209227946,22.308233209227947,22.248233209227948,22.05823320922795,21.818233209227945,21.768233209227947,21.858233209227947,-43.32711762398472,-43.37711762398472,-43.372117623984735,-43.34211762398472,-43.38711762398472,-43.39211762398472,-43.347117623984715,-43.39211762398473,-43.42211762398472,-43.45211762398473,-43.507117623984726,-43.52711762398472,-43.507117623984726,-43.53711762398473,-43.572117623984724,-43.56711762398473,-43.632117623984726,-43.757117623984726,-43.93711762398473,-43.977117623984725,-0.23176679077205264,-0.1617667907720559,-0.12176679077205677,-0.1117667907720552,-0.041766790772051365,0.03823320922794693,0.06823320922794807,0.08823320922794764,0.04823320922794494,-0.011766790772050228,-0.07176679077205605,-0.011766790772053781,0.11823320922794522,0.2582332092279458,0.3082332092279465,0.24823320922794778,0.058233209227950056,-0.1817667907720555,-0.23176679077205264,-0.1417667907720528,0.18575449172766412,0.13575449172766696,0.1407544917276482,0.17075449172766355,0.12575449172766184,0.12075449172766639,0.1657544917276681,0.12075449172765218,0.09075449172766525,0.060754491727649906,0.005754491727657296,-0.014245508272338725,0.005754491727657296,-0.02424550827234384,-0.05924550827234043,-0.05424550827234498,-0.1192455082723427,-0.2442455082723427,-0.4242455082723495,-0.46424550827234157,22.0
0,49,24,23.09,0.2,23.29,24.2,-43.55294462841839,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,22.794376978256864,22.854376978256862,22.89437697825686,22.924376978256863,23.004376978256865,23.074376978256865,23.114376978256864,23.144376978256865,23.124376978256862,23.064376978256867,23.02437697825686,23.084376978256863,23.214376978256862,23.354376978256866,23.41437697825686,23.374376978256866,23.194376978256862,22.98437697825686,22.974376978256863,23.094376978256864,-43.37211762398472,-43.40711762398472,-43.40211762398472,-43.38711762398472,-43.42711762398473,-43.42211762398472,-43.38711762398472,-43.42211762398472,-43.462117623984724,-43.48211762398472,-43.55711762398472,-43.572117623984724,-43.54711762398472,-43.572117623984724,-43.60711762398472,-43.62211762398472,-43.67211762398472,-43.79711762398472,-43.99711762398472,-44.02211762398473,-0.29562302174313615,-0.23562302174313743,-0.19562302174313828,-0.16562302174313714,-0.0856230217431353,-0.015623021743135013,0.024376978256864135,0.05437697825686527,0.034376978256862145,-0.025623021743133023,-0.06562302174313928,-0.005623021743137002,0.124376978256862,0.2643769782568661,0.3243769782568613,0.2843769782568657,0.10437697825686243,-0.10562302174313842,-0.11562302174313643,0.004376978256864561,0.18082700443366662,0.14582700443367003,0.15082700443366548,0.16582700443366605,0.1258270044336598,0.13082700443366946,0.16582700443366605,0.13082700443366946,0.0908270044336632,0.07082700443366718,-0.004172995566335658,-0.019172995566336226,0.005827004433669458,-0.019172995566336226,-0.054172995566332816,-0.06917299556633338,-0.11917299556633054,-0.24417299556633054,-0.4441729955663334,-0.46917299556633907,23.09
0,50,26,23.09,0.2,23.29,26.2,-43.55182493235556,191.746,191.95350000000002,192.1585,192.36350000000002,192.566,192.77100000000002,192.971,193.17100000000002,193.371,193.5735,193.7735,193.971,194.17100000000002,194.371,194.5685,194.76350000000002,194.961,195.1535,195.3485,195.54350000000002,22.805504844170063,22.86550484417006,22.90550484417006,22.925504844170064,22.995504844170064,23.085504844170064,23.11550484417006,23.145504844170063,23.12550484417006,23.065504844170064,23.01550484417006,23.075504844170062,23.215504844170063,23.345504844170065,23.40550484417006,23.375504844170063,23.195504844170063,22.98550484417006,22.965504844170063,23.095504844170062,-43.382117623984726,-43.41211762398473,-43.41211762398471,-43.382117623984726,-43.42211762398472,-43.44211762398473,-43.382117623984726,-43.41711762398472,-43.46711762398472,-43.48711762398473,-43.54711762398472,-43.56211762398472,-43.54711762398473,-43.56711762398474,-43.602117623984725,-43.617117623984726,-43.66211762398473,-43.79211762398472,-43.982117623984735,-44.02711762398472,-0.2844951558299371,-0.2244951558299384,-0.18449515582993925,-0.16449515582993612,-0.09449515582993584,-0.004495155829935982,0.025504844170061602,0.05550484417006274,0.03550484417005961,-0.024495155829935555,-0.07449515582993982,-0.014495155829937545,0.12550484417006302,0.2555048441700656,0.31550484417006075,0.28550484417006317,0.10550484417006345,-0.10449515582994096,-0.12449515582993698,0.005504844170062029,0.1697073083708318,0.13970730837083067,0.13970730837084488,0.1697073083708318,0.12970730837083977,0.10970730837082954,0.1697073083708318,0.13470730837083522,0.08470730837083806,0.06470730837082783,0.004707308370839769,-0.0102926916291608,0.004707308370825558,-0.015292691629184674,-0.05029269162916705,-0.06529269162916762,-0.11029269162916933,-0.24029269162916478,-0.4302926916291767,-0.4752926916291642,23.09
